CustomerKey,GeographyKey,CustomerLabel,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CustomerType,CompanyName,ETLLoadID,LoadDate,UpdateDate
6509,690,17508,,Caroline,,Bennett,False,1973-07-08,S,,F,caroline3@adventure-works.com,70000,0,0,Partial College,Professional,0,2,329 Poplar Street,,609-555-0115,2004-05-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6510,671,17509,,Makayla,L,Ramirez,False,1976-04-19,S,,F,makayla7@adventure-works.com,60000,0,0,Partial College,Professional,0,2,5868 Clay Road,,157-555-0174,2003-11-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6511,699,17510,,Jason,,Butler,False,1955-09-23,S,,M,jason11@adventure-works.com,80000,2,0,High School,Skilled Manual,1,2,3608 Sinclair Avenue,,1 (11) 500 555-0130,2001-10-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6512,669,17511,,Tabitha,C,Subram,False,1955-10-11,S,,F,tabitha10@adventure-works.com,80000,2,0,High School,Skilled Manual,1,2,2472 Alexander Place,,1 (11) 500 555-0147,2001-10-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6513,634,17512,,Cesar,,Suri,False,1956-08-08,M,,M,cesar0@adventure-works.com,70000,2,0,High School,Skilled Manual,1,2,6306 Knollview Court,,1 (11) 500 555-0112,2001-10-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6514,680,17513,,Micheal,,Saunders,False,1956-03-03,S,,M,micheal16@adventure-works.com,70000,2,0,High School,Skilled Manual,1,2,8242 Gilardy Dr,,1 (11) 500 555-0170,2001-10-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6515,531,17514,,Cedric,,Zhou,False,1958-07-05,M,,M,cedric9@adventure-works.com,110000,4,1,Bachelors,Management,1,3,9076 Inverness Drive,,1 (11) 500 555-0115,2001-10-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6516,596,17515,,Lacey,,Li,False,1958-01-19,S,,F,lacey15@adventure-works.com,130000,0,0,Graduate Degree,Management,0,3,826 Coggins Dr.,,1 (11) 500 555-0141,2001-10-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6517,677,17516,,Thomas,,Foster,False,1973-05-11,S,,M,thomas18@adventure-works.com,80000,0,0,Bachelors,Management,0,1,5866 Harvard Court,,117-555-0180,2004-06-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6518,631,17517,,Daniel,S,Williams,False,1973-02-15,S,,M,daniel19@adventure-works.com,80000,0,0,Bachelors,Management,1,1,6671 Del Rey St.,,998-555-0153,2004-05-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6519,597,17518,,Wendy,,Gill,False,1974-08-18,S,,F,wendy13@adventure-works.com,30000,0,0,Partial High School,Skilled Manual,0,2,4944 Abbey Court,,747-555-0120,2003-12-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6520,660,17519,,Taylor,C,Rivera,False,1974-08-22,M,,F,taylor10@adventure-works.com,60000,0,0,Partial College,Professional,1,2,8505 Fall Creek,,719-555-0165,2003-09-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6521,445,17520,,Marcus,,Baker,False,1974-09-03,S,,M,marcus35@adventure-works.com,60000,0,0,Partial College,Professional,1,2,7323 Alan Drive,,102-555-0169,2004-04-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6522,610,17521,,Destiny,G,Jenkins,False,1974-06-24,M,,F,destiny55@adventure-works.com,60000,0,0,High School,Professional,0,2,8246 Via Del Sol,,931-555-0157,2004-01-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6523,492,17522,,Reginald,K,Sanz,False,1959-03-02,M,,M,reginald6@adventure-works.com,120000,4,2,Bachelors,Management,1,1,4074 Northwood Dr,,1 (11) 500 555-0162,2004-01-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6524,653,17523,,Jordan,M,West,False,1966-07-16,M,,M,jordan20@adventure-works.com,130000,0,1,Graduate Degree,Management,1,4,8512 Arrowwood Circle,,764-555-0133,2004-06-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6525,560,17524,,Lucas,B,Washington,False,1966-11-06,S,,M,lucas61@adventure-works.com,160000,0,0,Graduate Degree,Management,0,3,4345 Azoras Circle,,631-555-0156,2004-05-24,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6526,470,17525,,Adam,,Wright,False,1958-03-23,M,,M,adam50@adventure-works.com,130000,1,1,Graduate Degree,Management,1,4,9932 San Carlos Ave.,,267-555-0111,2004-02-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6527,620,17526,,Tristan,J,Gonzales,False,1957-03-25,S,,M,tristan17@adventure-works.com,60000,2,0,High School,Professional,1,2,887 Concord Blvd.,,645-555-0167,2003-10-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6528,536,17527,,Anna,M,Cook,False,1957-09-26,S,,F,anna7@adventure-works.com,60000,2,0,High School,Professional,1,2,213 Stonewood Drive,,753-555-0138,2004-05-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6529,580,17528,,Whitney,,Kapoor,False,1957-07-04,M,,F,whitney1@adventure-works.com,70000,2,1,Partial College,Professional,1,0,9245 Dantley Way,,243-555-0153,2004-05-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6530,573,17529,,Chloe,K,Mitchell,False,1957-05-19,M,,F,chloe8@adventure-works.com,90000,2,1,Partial College,Professional,1,0,6900 Chisholm Way,,375-555-0171,2004-03-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6531,537,17530,,Devin,A,Wood,False,1956-05-21,M,,M,devin68@adventure-works.com,60000,2,0,High School,Professional,0,2,7521 Partridge Dr.,,364-555-0114,2004-01-24,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6532,523,17531,,Isaac,,Ramirez,False,1956-03-07,M,,M,isaac6@adventure-works.com,60000,2,0,High School,Professional,0,2,9959 Kirkwood Dr.,,291-555-0184,2003-12-15,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6533,430,17532,,Nathan,W,Patterson,False,1956-05-25,M,,M,nathan6@adventure-works.com,60000,2,0,High School,Professional,0,2,1984 Vista Way,,508-555-0156,2004-01-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6534,583,17533,,Fernando,R,Baker,False,1932-11-07,M,,M,fernando32@adventure-works.com,40000,3,0,Partial College,Professional,0,2,6283 San Marino Ct.,,153-555-0182,2004-01-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6535,583,17534,,Robert,S,Griffin,False,1965-12-20,S,,M,robert32@adventure-works.com,90000,5,5,Partial College,Professional,0,3,4666 Yellowood Lane,,684-555-0160,2004-03-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6536,583,17535,,Colleen,A,Guo,False,1965-10-24,S,,F,colleen18@adventure-works.com,90000,5,5,Partial College,Professional,1,3,3994 Reva Drive,,651-555-0146,2004-05-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6537,625,17536,,Benjamin,L,Robinson,False,1965-08-22,S,,M,benjamin55@adventure-works.com,120000,3,2,Bachelors,Management,0,4,9615 Pacheco Street,,157-555-0146,2004-05-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6538,560,17537,,Courtney,,Mitchell,False,1965-08-27,S,,F,courtney9@adventure-works.com,160000,0,0,Graduate Degree,Management,0,4,7032 Stanford St.,,181-555-0136,2004-05-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6539,560,17538,,Brianna,R,Bell,False,1965-03-15,S,,F,brianna31@adventure-works.com,160000,0,0,Graduate Degree,Management,1,4,3919 El Pintado Road,,258-555-0151,2003-12-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6540,550,17539,,Grace,,Wilson,False,1964-04-07,M,,F,grace6@adventure-works.com,80000,4,3,Bachelors,Management,1,1,7758 Morning Glory Dr.,,971-555-0134,2004-02-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6541,580,17540,,Gloria,L,Gutierrez,False,1962-03-07,M,,F,gloria11@adventure-works.com,40000,4,3,High School,Skilled Manual,1,2,6898 Roxie Lane,,472-555-0168,2003-08-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6542,583,17541,,Kristen,A,Zeng,False,1962-12-07,M,,F,kristen19@adventure-works.com,40000,4,3,High School,Skilled Manual,1,2,8005 Ranchhand Court,,919-555-0171,2003-12-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6543,443,17542,,Bridget,L,Rai,False,1962-02-26,S,,F,bridget19@adventure-works.com,70000,1,0,Bachelors,Professional,0,1,1911 Pinecrest Dr.,,908-555-0137,2004-05-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6544,445,17543,,Meredith,W,Martin,False,1962-08-15,S,,F,meredith22@adventure-works.com,70000,1,0,Bachelors,Professional,0,1,6868 West,,395-555-0159,2004-05-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6545,627,17544,,Eduardo,S,Rogers,False,1962-06-12,M,,M,eduardo86@adventure-works.com,70000,1,0,Partial College,Skilled Manual,1,1,2716 Olivera Rd.,,683-555-0123,2004-05-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6546,627,17545,,Wyatt,,Ross,False,1962-07-26,M,,M,wyatt55@adventure-works.com,70000,1,0,Partial College,Skilled Manual,0,1,9796 Virgil St.,,198-555-0136,2004-05-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6547,652,17546,,Melanie,V,James,False,1962-06-03,M,,F,melanie33@adventure-works.com,70000,1,0,Partial College,Skilled Manual,1,1,7595 York Dr,,416-555-0152,2004-05-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6548,582,17547,,Alejandro,J,Yuan,False,1961-09-09,M,,M,alejandro33@adventure-works.com,40000,4,3,High School,Skilled Manual,1,3,9322 Dianda Drive,,126-555-0196,2004-01-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6549,520,17548,,Kaylee,F,Adams,False,1961-11-14,M,,F,kaylee38@adventure-works.com,40000,4,2,High School,Skilled Manual,1,2,67 Flamingo Drive,,664-555-0174,2004-01-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6550,516,17549,,Jonathan,R,Taylor,False,1942-02-14,M,,M,jonathan59@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,8154 Falcon Place,,436-555-0116,2004-07-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6551,660,17550,,Mason,A,Edwards,False,1942-10-21,S,,M,mason22@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,6217 W. Watson Court,,933-555-0191,2004-06-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6552,695,17551,,Victoria,,Torres,False,1942-08-05,M,,F,victoria40@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,9811 Toledo,,314-555-0117,2003-12-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6553,475,17552,,Julia,S,Howard,False,1942-08-27,M,,F,julia56@adventure-works.com,70000,5,0,Bachelors,Management,1,2,6529 Buena Vista,,187-555-0121,2004-05-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6554,580,17553,,Summer,L,Sanchez,False,1942-09-25,M,,F,summer18@adventure-works.com,70000,5,0,Bachelors,Management,1,2,5545 Green Road,,692-555-0112,2004-05-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6555,580,17554,,Emma,H,Harris,False,1943-04-22,M,,F,emma13@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,2774 Eagle Peak,,697-555-0171,2003-08-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6556,470,17555,,William,A,Smith,False,1943-01-13,M,,M,william16@adventure-works.com,70000,5,0,Bachelors,Management,1,2,2126 Silver Oak Pl.,,774-555-0186,2004-05-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6557,580,17556,,Emily,A,Powell,False,1944-04-09,M,,F,emily33@adventure-works.com,30000,5,0,Partial High School,Clerical,0,2,1775 Choctaw Court,,568-555-0140,2003-10-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6558,660,17557,,Matthew,S,Davis,False,1944-10-25,S,,M,matthew11@adventure-works.com,30000,5,0,Partial High School,Clerical,1,2,2294 West 39th St.,,229-555-0129,2003-12-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6559,665,17558,,Ian,M,Williams,False,1944-05-12,S,,M,ian3@adventure-works.com,40000,4,0,High School,Professional,1,2,7577 Camino Bonita,,354-555-0176,2004-04-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6560,582,17559,,Kari,,Suarez,False,1944-04-14,S,,F,kari40@adventure-works.com,40000,4,0,High School,Professional,1,2,8109 Virginia Hills Drive,,188-555-0123,2004-01-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6561,559,17560,,Kaylee,L,Richardson,False,1972-03-13,M,,F,kaylee7@adventure-works.com,60000,1,0,Graduate Degree,Skilled Manual,1,0,6775 Firestone,,396-555-0125,2004-02-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6562,582,17561,,Samantha,,White,False,1972-06-21,M,,F,samantha14@adventure-works.com,60000,1,0,Graduate Degree,Skilled Manual,1,0,7427 Fern Leaf Lane,,244-555-0113,2004-01-24,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6563,470,17562,,Zachary,C,Sharma,False,1972-11-25,M,,M,zachary27@adventure-works.com,60000,1,0,Graduate Degree,Professional,1,0,5845 Oil Road,,151-555-0172,2003-12-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6564,652,17563,,Jeremiah,,King,False,1972-09-10,S,,M,jeremiah14@adventure-works.com,70000,1,0,Graduate Degree,Professional,1,0,2741 Orangewood Dr.,,698-555-0158,2004-05-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6565,597,17564,,Julia,M,West,False,1970-06-12,M,,F,julia62@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,0,162 Maureen Lane,,297-555-0169,2004-01-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6566,642,17565,,Alexandra,,Murphy,False,1970-12-23,M,,F,alexandra9@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,0,7390 Notre Dame Avenue,,160-555-0167,2004-01-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6567,538,17566,,Rachel,,Martinez,False,1970-04-08,M,,F,rachel20@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,0,8190 Court Lane,,440-555-0186,2004-01-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6568,472,17567,,Nathaniel,G,Cook,False,1970-10-17,M,,M,nathaniel22@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,1,3356 Eastgate Ave.,,231-555-0123,2004-01-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6569,688,17568,,Dylan,M,Perry,False,1970-03-18,M,,M,dylan6@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,1,8704 Live Oak,,835-555-0112,2004-02-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6570,580,17569,,Mya,L,Price,False,1970-02-22,S,,F,mya2@adventure-works.com,60000,1,0,Graduate Degree,Professional,1,0,7545 Gonzalez Ct,,747-555-0119,2003-08-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6571,597,17570,,Carlos,W,Sanchez,False,1970-03-23,M,,M,carlos20@adventure-works.com,60000,1,0,Graduate Degree,Professional,1,0,3550 Bernauer,,400-555-0157,2003-08-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6572,469,17571,,James,A,Li,False,1969-05-26,M,,M,james42@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,1,5038 Candy Rd,# 126,989-555-0137,2004-02-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6573,619,17572,,Lucas,L,Edwards,False,1969-05-08,S,,M,lucas11@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,1,0,1233 RiverRock Dr.,,124-555-0169,2004-02-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6574,658,17573,,Caroline,,Ross,False,1969-08-18,S,,F,caroline6@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,0,0,9433 Athene Drive,,235-555-0196,2004-02-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6575,653,17574,,Punya,,Palit,False,1969-01-13,S,,M,punya0@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,0,0,5202 Shenandoah Dr.,,164-555-0118,2004-02-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6576,678,17575,,Marcus,J,Brown,False,1969-12-14,S,,M,marcus4@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,1,0,2913 Mountain Spring Road,,305-555-0179,2004-02-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6577,430,17576,,Albert,,Vazquez,False,1969-07-02,M,,M,albert14@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,1,0,283 Cadloni,,138-555-0137,2004-02-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6578,633,17577,,Justin,M,Lee,False,1969-06-01,S,,M,justin50@adventure-works.com,60000,1,0,Graduate Degree,Professional,1,0,5714 Damascus Loop,,125-555-0142,2004-01-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6579,538,17578,,Megan,S,Thompson,False,1969-11-22,M,,F,megan18@adventure-works.com,60000,1,0,Graduate Degree,Professional,1,0,9738 Hamilton Drive,,393-555-0140,2003-12-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6580,665,17579,,Jack,E,Chen,False,1971-06-12,M,,M,jack26@adventure-works.com,60000,1,0,Graduate Degree,Professional,1,0,5578 Ruth Drive,,470-555-0194,2004-03-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6581,653,17580,,Noah,M,White,False,1971-10-14,M,,M,noah54@adventure-works.com,70000,3,0,Graduate Degree,Professional,1,0,9422 Rolando Avenue,,399-555-0187,2004-05-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6582,538,17581,,Jack,M,Henderson,False,1971-08-11,M,,M,jack5@adventure-works.com,70000,3,0,Graduate Degree,Professional,1,0,4921 St. Geemain Lane,,280-555-0163,2004-05-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6583,619,17582,,Katherine,A,Wilson,False,1968-08-19,S,,F,katherine77@adventure-works.com,70000,2,2,Bachelors,Skilled Manual,0,0,6440 Pacheco,,265-555-0110,2004-05-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6584,442,17583,,Stephanie,,Cook,False,1968-07-17,S,,F,stephanie8@adventure-works.com,70000,2,2,Bachelors,Skilled Manual,0,1,8002 Morgan Territory Road,,270-555-0169,2003-08-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6585,443,17584,,Lisa,J,Liu,False,1968-06-04,S,,F,lisa7@adventure-works.com,70000,2,2,Bachelors,Skilled Manual,0,1,4310 Chickpea Ct.,,153-555-0188,2004-07-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6586,571,17585,,Seth,R,Griffin,False,1968-03-20,S,,M,seth69@adventure-works.com,70000,2,2,Bachelors,Skilled Manual,0,1,8287 Altura Dr.,,487-555-0197,2003-09-12,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6587,647,17586,,Cassidy,A,Patterson,False,1967-06-27,S,,F,cassidy11@adventure-works.com,40000,0,0,Bachelors,Professional,1,1,3844 Lodge Drive,,634-555-0176,2004-04-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6588,442,17587,,Curtis,J,Liang,False,1970-05-26,M,,M,curtis13@adventure-works.com,60000,2,0,Graduate Degree,Professional,1,0,4281 Meaham Drive,,261-555-0184,2004-05-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6589,627,17588,,Gavin,,Bennett,False,1970-05-13,M,,M,gavin1@adventure-works.com,60000,2,0,Graduate Degree,Professional,1,0,7827 Mt. Hood Circle,,473-555-0127,2004-05-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6590,495,17589,,Melanie,L,Brooks,False,1970-04-20,S,,F,melanie12@adventure-works.com,60000,2,0,Graduate Degree,Professional,1,0,7120 Panoramic Drive,,455-555-0159,2004-07-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6591,660,17590,,Garrett,R,Cox,False,1970-10-09,M,,M,garrett15@adventure-works.com,60000,2,0,Graduate Degree,Professional,1,0,5080 Terra Granada,,827-555-0166,2003-09-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6592,584,17591,,Spencer,,Hughes,False,1970-03-04,M,,M,spencer13@adventure-works.com,70000,4,0,Graduate Degree,Professional,1,0,3072 Gumwood Dr.,,279-555-0138,2004-05-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6593,610,17592,,Bryan,T,Sanders,False,1970-09-27,M,,M,bryan6@adventure-works.com,70000,4,0,Graduate Degree,Professional,1,0,6494 Green Valley Rd.,,517-555-0157,2004-05-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6594,472,17593,,Richard,C,Butler,False,1970-08-23,M,,M,richard69@adventure-works.com,70000,4,0,Graduate Degree,Professional,1,0,4056 Marina Vill Pkwy.,,491-555-0118,2004-05-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6595,645,17594,,Michelle,A,Cook,False,1970-11-07,M,,F,michelle21@adventure-works.com,70000,4,0,Graduate Degree,Professional,1,0,1897 Northridge Road,,236-555-0189,2004-05-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6596,675,17595,,Benjamin,L,Garcia,False,1967-04-07,M,,M,benjamin53@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,1,1,8333 Polk Street,,830-555-0119,2004-05-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6597,442,17596,,Adrienne,,Vazquez,False,1966-11-06,S,,F,adrienne11@adventure-works.com,60000,3,3,Bachelors,Skilled Manual,1,1,4540 Wood Ranch Circle,,439-555-0197,2004-02-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6598,575,17597,,Sarah,,Diaz,False,1966-07-11,S,,F,sarah46@adventure-works.com,60000,3,3,Bachelors,Skilled Manual,1,1,2419 Martindale Dr.,,573-555-0135,2004-02-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6599,625,17598,,Cameron,,Harris,False,1966-10-12,M,,M,cameron32@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,5374 East Lake Court,,558-555-0162,2004-02-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6600,559,17599,,Sebastian,A,Cooper,False,1966-11-09,M,,M,sebastian9@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,127 Daylight Pl.,,521-555-0166,2004-02-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6601,507,17600,,Timothy,,Brooks,False,1966-11-28,S,,M,timothy3@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,2731 Northgate Road,,831-555-0110,2004-02-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6602,695,17601,,Jose,J,Hall,False,1966-01-25,M,,M,jose83@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,4773 Tanager Road,,438-555-0124,2003-08-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6603,443,17602,,Dalton,A,Williams,False,1966-07-05,M,,M,dalton2@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,5525 Lilly Lane,,960-555-0118,2004-02-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6604,580,17603,,Anna,,Patterson,False,1969-08-10,M,,F,anna35@adventure-works.com,70000,5,0,Graduate Degree,Professional,1,0,3243 Buckingham Dr.,# 207,113-555-0126,2004-03-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
6605,642,17604,,Noah,H,Robinson,False,1969-09-16,S,,M,noah65@adventure-works.com,70000,5,0,Graduate Degree,Professional,1,0,7754 Lafayette Street,,495-555-0145,2004-05-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
